image,type,prompt,ground_truth
generated_images_qutip/Fock_state_N20_photons4.png,Fock state,,"This is a fock state with average number of photons is 4, number of qubits equal to 20 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N20_photons5.png,Fock state,,"This is a fock state with average number of photons is 5, number of qubits equal to 20 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N20_photons5.png,Fock state,,"This is a fock state with average number of photons is 5, number of qubits equal to 20 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N20_photons6.png,Fock state,,"This is a fock state with average number of photons is 6, number of qubits equal to 20 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N20_photons6.png,Fock state,,"This is a fock state with average number of photons is 6, number of qubits equal to 20 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N20_photons7.png,Fock state,,"This is a fock state with average number of photons is 7, number of qubits equal to 20 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N20_photons7.png,Fock state,,"This is a fock state with average number of photons is 7, number of qubits equal to 20 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N20_photons8.png,Fock state,,"This is a fock state with average number of photons is 8, number of qubits equal to 20 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N20_photons8.png,Fock state,,"This is a fock state with average number of photons is 8, number of qubits equal to 20 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N19_photons1.png,Fock state,,"This is a fock state with average number of photons is 1, number of qubits equal to 19 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N19_photons1.png,Fock state,,"This is a fock state with average number of photons is 1, number of qubits equal to 19 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N19_photons2.png,Fock state,,"This is a fock state with average number of photons is 2, number of qubits equal to 19 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N19_photons2.png,Fock state,,"This is a fock state with average number of photons is 2, number of qubits equal to 19 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N19_photons3.png,Fock state,,"This is a fock state with average number of photons is 3, number of qubits equal to 19 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N19_photons3.png,Fock state,,"This is a fock state with average number of photons is 3, number of qubits equal to 19 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N19_photons4.png,Fock state,,"This is a fock state with average number of photons is 4, number of qubits equal to 19 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N19_photons4.png,Fock state,,"This is a fock state with average number of photons is 4, number of qubits equal to 19 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N19_photons5.png,Fock state,,"This is a fock state with average number of photons is 5, number of qubits equal to 19 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N19_photons5.png,Fock state,,"This is a fock state with average number of photons is 5, number of qubits equal to 19 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N19_photons6.png,Fock state,,"This is a fock state with average number of photons is 6, number of qubits equal to 19 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N19_photons6.png,Fock state,,"This is a fock state with average number of photons is 6, number of qubits equal to 19 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N19_photons7.png,Fock state,,"This is a fock state with average number of photons is 7, number of qubits equal to 19 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N19_photons7.png,Fock state,,"This is a fock state with average number of photons is 7, number of qubits equal to 19 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N19_photons8.png,Fock state,,"This is a fock state with average number of photons is 8, number of qubits equal to 19 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N19_photons8.png,Fock state,,"This is a fock state with average number of photons is 8, number of qubits equal to 19 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N18_photons1.png,Fock state,,"This is a fock state with average number of photons is 1, number of qubits equal to 18 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N18_photons1.png,Fock state,,"This is a fock state with average number of photons is 1, number of qubits equal to 18 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N18_photons2.png,Fock state,,"This is a fock state with average number of photons is 2, number of qubits equal to 18 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N18_photons2.png,Fock state,,"This is a fock state with average number of photons is 2, number of qubits equal to 18 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N18_photons3.png,Fock state,,"This is a fock state with average number of photons is 3, number of qubits equal to 18 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N18_photons3.png,Fock state,,"This is a fock state with average number of photons is 3, number of qubits equal to 18 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N18_photons4.png,Fock state,,"This is a fock state with average number of photons is 4, number of qubits equal to 18 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N18_photons4.png,Fock state,,"This is a fock state with average number of photons is 4, number of qubits equal to 18 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N18_photons5.png,Fock state,,"This is a fock state with average number of photons is 5, number of qubits equal to 18 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N18_photons5.png,Fock state,,"This is a fock state with average number of photons is 5, number of qubits equal to 18 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N18_photons6.png,Fock state,,"This is a fock state with average number of photons is 6, number of qubits equal to 18 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N18_photons6.png,Fock state,,"This is a fock state with average number of photons is 6, number of qubits equal to 18 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N18_photons7.png,Fock state,,"This is a fock state with average number of photons is 7, number of qubits equal to 18 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N18_photons7.png,Fock state,,"This is a fock state with average number of photons is 7, number of qubits equal to 18 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N18_photons8.png,Fock state,,"This is a fock state with average number of photons is 8, number of qubits equal to 18 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N18_photons8.png,Fock state,,"This is a fock state with average number of photons is 8, number of qubits equal to 18 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N17_photons1.png,Fock state,,"This is a fock state with average number of photons is 1, number of qubits equal to 17 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N17_photons1.png,Fock state,,"This is a fock state with average number of photons is 1, number of qubits equal to 17 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N17_photons2.png,Fock state,,"This is a fock state with average number of photons is 2, number of qubits equal to 17 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N17_photons2.png,Fock state,,"This is a fock state with average number of photons is 2, number of qubits equal to 17 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N17_photons3.png,Fock state,,"This is a fock state with average number of photons is 3, number of qubits equal to 17 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N17_photons3.png,Fock state,,"This is a fock state with average number of photons is 3, number of qubits equal to 17 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N17_photons4.png,Fock state,,"This is a fock state with average number of photons is 4, number of qubits equal to 17 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N17_photons4.png,Fock state,,"This is a fock state with average number of photons is 4, number of qubits equal to 17 in the linear space -10 to 10."
generated_images_qutip/Fock_state_N17_photons5.png,Fock state,,"This is a fock state with average number of photons is 5, number of qubits equal to 17 in the linear space -5 to 5."
generated_images_qutip/Fock_state_N17_photons5.png,Fock state,,"This is a fock state with average number of photons is 5, number of qubits equal to 17 in the linear space -10 to 10."
